year,iso3_o,iso3_d,iso_o,iso_d,flow,gdp_o,gdp_d,pop_o,pop_d,distw,comlang_off,contig,wto_o,wto_d,gatt_o,gatt_d,wto_joint,EU_joint,EAEU_joint
1998,LTU,RUS,LTU,RUS,612854.154,11254049.792,270953119.744,3549.331,147670.776,1162,0,1,0,0,0,0,0,0,0
1999,LTU,RUS,LTU,RUS,210629.385,10971374.592,195905765.376,3524.2380000000003,147214.783,1162,0,1,0,0,0,0,0,0,0
2000,LTU,RUS,LTU,RUS,270927.919,11434200.064,259708502.016,3499.536,146596.863,1154,0,1,0,0,0,0,0,0,0
2001,LTU,RUS,LTU,RUS,504931.331,12159224.832,306602672.128,3470.818,145976.471,1154,0,1,1,0,0,0,0,0,0
2002,LTU,RUS,LTU,RUS,663828.13,14163949.568,345110446.08,3443.067,145408.035,1154,0,1,1,0,0,0,0,0,0
2003,LTU,RUS,LTU,RUS,725866.861,18608709.632,430347780.096,3415.213,144667.465,1154,0,1,1,0,0,0,0,0,0
2004,LTU,RUS,LTU,RUS,863559.192,22659295.232,591016689.664,3377.0750000000003,143821.213,1154,0,1,1,0,0,0,0,0,0
2005,LTU,RUS,LTU,RUS,1374896.698,26085306.368,764000927.744,3322.528,143113.892,1149,0,1,1,0,0,0,0,0,0
2006,LTU,RUS,LTU,RUS,1807286.035,30246361.088,989930520.576,3269.909,142487.259,1149,0,1,1,0,0,0,0,0,0
2007,LTU,RUS,LTU,RUS,2579340.761,39325986.816,1299705233.408,3231.294,142114.899,1149,0,1,1,0,0,0,0,0,0
2008,LTU,RUS,LTU,RUS,3799670.265,47438364.672,1660844376.064,3198.231,141956.40600000002,1149,0,1,1,0,0,0,0,0,0
2009,LTU,RUS,LTU,RUS,2188922.005,37050081.28,1222643679.232,3162.916,141909.241,1149,0,1,1,0,0,0,0,0,0
2010,LTU,RUS,LTU,RUS,3239568.353,36709511.168,1524916158.464,3097.282,142385.529,1145,0,1,1,0,0,0,0,0,0
2011,LTU,RUS,LTU,RUS,4651346.459,43083067.392,1904792961.024,3028.115,142956.467,1145,0,1,1,0,0,0,0,0,0
2012,LTU,RUS,LTU,RUS,5598035.933,42343559.168,2017470971.904,2987.773,143177.994,1145,0,1,1,1,0,0,1,0,0
2013,LTU,RUS,LTU,RUS,6467128.388,45931966.464,2096777003.008,2956.121,143499.863,1145,0,1,1,1,0,0,1,0,0
2014,LTU,RUS,LTU,RUS,6755115.664,48545251.328,2063662317.568,2932.367,143819.672,1145,0,1,1,1,0,0,1,0,0
2015,LTU,RUS,LTU,RUS,3479312.194,41402023.936,1365865267.2,2904.91,144096.863,1143,0,1,1,1,0,0,1,0,0
2016,LTU,RUS,LTU,RUS,3371117.679,42738876.416,1283162374.144,2872.298,144342.392,1143,0,1,1,1,0,0,1,0,0
2017,LTU,RUS,LTU,RUS,4449006.576,47758736.932,1574199387.071,2828.403,144496.73500000002,1143,0,1,1,1,0,0,1,0,0
2018,LTU,RUS,LTU,RUS,4665575.238,53750911.866,1657329646.184,2801.543,144477.859,1143,0,1,1,1,0,0,1,0,0
2019,LTU,RUS,LTU,RUS,4632254.716,54697379.017000005,1693113904.263,2794.137,144406.265,1143,0,1,1,1,0,0,1,0,0
2020,LTU,RUS,LTU,RUS,4386405.229,56546957.475,1488321875.49,2794.885,144073.135,1143,0,1,1,1,0,0,1,0,0
1992,LTU,TJK,LTU,TJK,3313.496,8562311.168,1909246.592,3700.114,5523.207,3704,0,0,0,0,0,0,0,0,0
1994,LTU,TJK,LTU,TJK,4320.664,6958637.056,1346074.496,3657.144,5702.611,3704,0,0,0,0,0,0,0,0,0
1995,LTU,TJK,LTU,TJK,2642.369,7904896,1231523.072,3629.102,5784.33,3704,0,0,0,0,0,0,0,0,0
1996,LTU,TJK,LTU,TJK,2490.069,8426599.936,1043893.056,3601.6130000000003,5862.347,3704,0,0,0,0,0,0,0,0,0
1997,LTU,TJK,LTU,TJK,6139.186,10128700.416,921843.136,3575.137,5937.177,3704,0,0,0,0,0,0,0,0,0
1998,LTU,TJK,LTU,TJK,6432.175,11254049.792,1320126.72,3549.331,6012.933,3704,0,0,0,0,0,0,0,0,0
1999,LTU,TJK,LTU,TJK,2915.715,10971374.592,1086567.424,3524.2380000000003,6094.661,3704,0,0,0,0,0,0,0,0,0
2000,LTU,TJK,LTU,TJK,5945,11434200.064,860550.272,3499.536,6186.152,3704,0,0,0,0,0,0,0,0,0
2001,LTU,TJK,LTU,TJK,1459.065,12159224.832,1080774.016,3470.818,6289.34,3704,0,0,1,0,0,0,0,0,0
2002,LTU,TJK,LTU,TJK,2937.877,14163949.568,1221113.856,3443.067,6404.118,3704,0,0,1,0,0,0,0,0,0
2003,LTU,TJK,LTU,TJK,3775.773,18608709.632,1554125.568,3415.213,6529.609,3704,0,0,1,0,0,0,0,0,0
2004,LTU,TJK,LTU,TJK,11461.998,22659295.232,2076148.736,3377.0750000000003,6663.929,3704,0,0,1,0,0,0,0,0,0
2005,LTU,TJK,LTU,TJK,20637.417,26085306.368,2312319.488,3322.528,6805.655,3704,0,0,1,0,0,0,0,0,0
2006,LTU,TJK,LTU,TJK,18996.195,30246361.088,2830236.16,3269.909,6954.522,3704,0,0,1,0,0,0,0,0,0
2007,LTU,TJK,LTU,TJK,34895.242,39325986.816,3719497.472,3231.294,7111.0250000000005,3704,0,0,1,0,0,0,0,0,0
2008,LTU,TJK,LTU,TJK,50967.941,47438364.672,5161336.32,3198.231,7275.252,3704,0,0,1,0,0,0,0,0,0
2009,LTU,TJK,LTU,TJK,29404.911,37050081.28,4979482.112,3162.916,7447.396,3704,0,0,1,0,0,0,0,0,0
2010,LTU,TJK,LTU,TJK,33098.968,36709511.168,5642178.5600000005,3097.282,7627.326,3704,0,0,1,0,0,0,0,0,0
2011,LTU,TJK,LTU,TJK,53906.503,43083067.392,6522732.032000001,3028.115,7814.85,3704,0,0,1,0,0,0,0,0,0
2012,LTU,TJK,LTU,TJK,66354.89,42343559.168,7633049.600000001,2987.773,8008.99,3704,0,0,1,0,0,0,0,0,0
2013,LTU,TJK,LTU,TJK,88503.47,45931966.464,8508103.68,2956.121,8207.834,3704,0,0,1,1,0,0,1,0,0
2014,LTU,TJK,LTU,TJK,78241.935,48545251.328,9236308.992,2932.367,8362.745,3704,0,0,1,1,0,0,1,0,0
2015,LTU,TJK,LTU,TJK,23968.737,41402023.936,7853450.24,2904.91,8548.651,3704,0,0,1,1,0,0,1,0,0
2016,LTU,TJK,LTU,TJK,21233.814,42738876.416,6951656.96,2872.298,8734.951000000001,3704,0,0,1,1,0,0,1,0,0
2017,LTU,TJK,LTU,TJK,40666.369,47758736.932,7536439.875,2828.403,8880.27,3704,0,0,1,1,0,0,1,0,0
2018,LTU,TJK,LTU,TJK,31680.545,53750911.866,7765014.424000001,2801.543,9100.847,3704,0,0,1,1,0,0,1,0,0
2019,LTU,TJK,LTU,TJK,38551.995,54697379.017000005,8300784.857,2794.137,9321.023,3704,0,0,1,1,0,0,1,0,0
2020,LTU,TJK,LTU,TJK,37514.569,56546957.475,8133996.648,2794.885,9537.642,3704,0,0,1,1,0,0,1,0,0
1992,LTU,TKM,LTU,TKM,11257.672,8562311.168,3200539.904,3700.114,3881.973,3109,0,0,0,0,0,0,0,0,0
1994,LTU,TKM,LTU,TKM,11536.699,6958637.056,2561118.72,3657.144,4095.512,3109,0,0,0,0,0,0,0,0,0
1995,LTU,TKM,LTU,TKM,4282.075,7904896,2482228.48,3629.102,4188.01,3109,0,0,0,0,0,0,0,0,0
1996,LTU,TKM,LTU,TKM,7838.367,8426599.936,2379281.664,3601.6130000000003,4267.6900000000005,3109,0,0,0,0,0,0,0,0,0
1997,LTU,TKM,LTU,TKM,14448.956,10128700.416,2450084.864,3575.137,4335.991,3109,0,0,0,0,0,0,0,0,0
1998,LTU,TKM,LTU,TKM,6035.348,11254049.792,2605688.064,3549.331,4395.293,3109,0,0,0,0,0,0,0,0,0
1999,LTU,TKM,LTU,TKM,4385.002,10971374.592,2450686.72,3524.2380000000003,4449.427,3109,0,0,0,0,0,0,0,0,0
2000,LTU,TKM,LTU,TKM,17086.712,11434200.064,2904662.528,3499.536,4501.419,3109,0,0,0,0,0,0,0,0,0
2001,LTU,TKM,LTU,TKM,901.617,12159224.832,3534771.968,3470.818,4551.762,3109,0,0,1,0,0,0,0,0,0
2002,LTU,TKM,LTU,TKM,1668.837,14163949.568,4462028.8,3443.067,4600.171,3109,0,0,1,0,0,0,0,0,0
2003,LTU,TKM,LTU,TKM,4441.697,18608709.632,5977440.768,3415.213,4648.037,3109,0,0,1,0,0,0,0,0,0
2004,LTU,TKM,LTU,TKM,1424.295,22659295.232,6838350.848,3377.0750000000003,4696.876,3109,0,0,1,0,0,0,0,0,0
2005,LTU,TKM,LTU,TKM,1186.807,26085306.368,8104355.84,3322.528,4747.839,3109,0,0,1,0,0,0,0,0,0
2006,LTU,TKM,LTU,TKM,430.285,30246361.088,10277598.208,3269.909,4801.595,3109,0,0,1,0,0,0,0,0,0
2007,LTU,TKM,LTU,TKM,501.958,39325986.816,12664165.376,3231.294,4858.236,3109,0,0,1,0,0,0,0,0,0
2008,LTU,TKM,LTU,TKM,2942.7000000000003,47438364.672,19271522.304,3198.231,4917.543,3109,0,0,1,0,0,0,0,0,0
2009,LTU,TKM,LTU,TKM,6380.107,37050081.28,20214386.688,3162.916,4978.962,3109,0,0,1,0,0,0,0,0,0
2010,LTU,TKM,LTU,TKM,17886.054,36709511.168,22148069.376,3097.282,5041.995,3109,0,0,1,0,0,0,0,0,0
2011,LTU,TKM,LTU,TKM,17370.33,43083067.392,29233334.272,3028.115,5106.668,3109,0,0,1,0,0,0,0,0,0
2012,LTU,TKM,LTU,TKM,26745.963,42343559.168,35164209.152,2987.773,5172.9310000000005,3109,0,0,1,0,0,0,0,0,0
2013,LTU,TKM,LTU,TKM,34120.542,45931966.464,41850875.904,2956.121,5240.072,3109,0,0,1,0,0,0,0,0,0
2014,LTU,TKM,LTU,TKM,34532.498,48545251.328,43524210.688,2932.367,5466.241,3109,0,0,1,0,0,0,0,0,0
2015,LTU,TKM,LTU,TKM,33644.287000000004,41402023.936,35799629.824,2904.91,5565.284000000001,3109,0,0,1,0,0,0,0,0,0
2016,LTU,TKM,LTU,TKM,19812.884,42738876.416,36179886.08,2872.298,5662.544,3109,0,0,1,0,0,0,0,0,0
2017,LTU,TKM,LTU,TKM,11699.351,47758736.932,37926285.714,2828.403,5757.667,3109,0,0,1,0,0,0,0,0,0
2018,LTU,TKM,LTU,TKM,9421.608,53750911.866,40765428.571,2801.543,5850.902,3109,0,0,1,0,0,0,0,0,0
2019,LTU,TKM,LTU,TKM,17243.253,54697379.017000005,45231428.571,2794.137,5942.094,3109,0,0,1,0,0,0,0,0,0
1992,LTU,UKR,LTU,UKR,249679.777,8562311.168,73942294.528,3700.114,52150.265,844,0,0,0,0,0,0,0,0,0
1994,LTU,UKR,LTU,UKR,123980.997,6958637.056,52549554.176,3657.144,51921.04,844,0,0,0,0,0,0,0,0,0
1995,LTU,UKR,LTU,UKR,202769.062,7904896,48213868.544,3629.102,51512.299,842,0,0,0,0,0,0,0,0,0
1996,LTU,UKR,LTU,UKR,257054.356,8426599.936,44558077.952,3601.6130000000003,51057.19,842,0,0,0,0,0,0,0,0,0
1997,LTU,UKR,LTU,UKR,341511.643,10128700.416,50150400,3575.137,50594.105,842,0,0,0,0,0,0,0,0,0
1998,LTU,UKR,LTU,UKR,288009.756,11254049.792,41883242.496,3549.331,50143.94,842,0,0,0,0,0,0,0,0,0
1999,LTU,UKR,LTU,UKR,110428.527,10971374.592,31580639.232,3524.2380000000003,49673.351,842,0,0,0,0,0,0,0,0,0
2000,LTU,UKR,LTU,UKR,167702.821,11434200.064,31261528.064,3499.536,49175.846,840,0,0,0,0,0,0,0,0,0
2001,LTU,UKR,LTU,UKR,154724.683,12159224.832,38009344,3470.818,48683.865,840,0,0,1,0,0,0,0,0,0
2002,LTU,UKR,LTU,UKR,143300.866,14163949.568,42392895.488,3443.067,48202.499,840,0,0,1,0,0,0,0,0,0
2003,LTU,UKR,LTU,UKR,171735.312,18608709.632,50132955.136,3415.213,47812.95,840,0,0,1,0,0,0,0,0,0
2004,LTU,UKR,LTU,UKR,213161.144,22659295.232,64883060.736,3377.0750000000003,47451.599,840,0,0,1,0,0,0,0,0,0
2005,LTU,UKR,LTU,UKR,281378.804,26085306.368,86142017.536,3322.528,47105.148,835,0,0,1,0,0,0,0,0,0
2006,LTU,UKR,LTU,UKR,366307.142,30246361.088,107753070.592,3269.909,46787.75,835,0,0,1,0,0,0,0,0,0
2007,LTU,UKR,LTU,UKR,469390.386,39325986.816,142719008.768,3231.294,46509.35,835,0,0,1,0,0,0,0,0,0
2008,LTU,UKR,LTU,UKR,775911.24,47438364.672,179992412.16,3198.231,46258.202,835,0,0,1,1,0,0,1,0,0
2009,LTU,UKR,LTU,UKR,497324.877,37050081.28,117227765.76,3162.916,46053.299,835,0,0,1,1,0,0,1,0,0
2010,LTU,UKR,LTU,UKR,747647.762,36709511.168,136419303.424,3097.282,45870.701,830,0,0,1,1,0,0,1,0,0
2011,LTU,UKR,LTU,UKR,929329.442,43083067.392,163421732.864,3028.115,45706.1,830,0,0,1,1,0,0,1,0,0
2012,LTU,UKR,LTU,UKR,1061557.693,42343559.168,176603430.912,2987.773,45593.3,830,0,0,1,1,0,0,1,0,0
2013,LTU,UKR,LTU,UKR,1128455.724,45931966.464,177430609.92000002,2956.121,45489.601,830,0,0,1,1,0,0,1,0,0
2014,LTU,UKR,LTU,UKR,1191797.86,48545251.328,133503410.176,2932.367,45271.946,830,0,0,1,1,0,0,1,0,0
2015,LTU,UKR,LTU,UKR,712048.829,41402023.936,91030962.176,2904.91,45154.03,826,0,0,1,1,0,0,1,0,0
2016,LTU,UKR,LTU,UKR,675306.976,42738876.416,93270482.944,2872.298,45004.646,826,0,0,1,1,0,0,1,0,0
2017,LTU,UKR,LTU,UKR,837755.672,47758736.932,112090530.369,2828.403,44831.135,826,0,0,1,1,0,0,1,0,0
2018,LTU,UKR,LTU,UKR,1020205.568,53750911.866,130891049.797,2801.543,44622.517,826,0,0,1,1,0,0,1,0,0
2019,LTU,UKR,LTU,UKR,1199384.765,54697379.017000005,153882982.016,2794.137,44386.204,826,0,0,1,1,0,0,1,0,0
2020,LTU,UKR,LTU,UKR,1022708.52,56546957.475,156617861.449,2794.885,44132.05,821,0,0,1,1,0,0,1,0,0
1992,LTU,UZB,LTU,UZB,34326.211,8562311.168,12953800.704,3700.114,21448.999,3518,0,0,0,0,0,0,0,0,0
1994,LTU,UZB,LTU,UZB,17287.785,6958637.056,12899074.048,3657.144,22377.001,3518,0,0,0,0,0,0,0,0,0
1995,LTU,UZB,LTU,UZB,26538.398,7904896,13350461.44,3629.102,22785,3517,0,0,0,0,0,0,0,0,0
1996,LTU,UZB,LTU,UZB,45856.941,8426599.936,13948892.16,3601.6130000000003,23225,3517,0,0,0,0,0,0,0,0,0
1997,LTU,UZB,LTU,UZB,24723.694,10128700.416,14744603.648,3575.137,23667,3517,0,0,0,0,0,0,0,0,0
1998,LTU,UZB,LTU,UZB,22220.724,11254049.792,14988971.008,3549.331,24051.001,3517,0,0,0,0,0,0,0,0,0
1999,LTU,UZB,LTU,UZB,13660.937,10971374.592,17078465.536000002,3524.2380000000003,24311.649,3517,0,0,0,0,0,0,0,0,0
2000,LTU,UZB,LTU,UZB,29264.464,11434200.064,13760374.784,3499.536,24650.4,3515,0,0,0,0,0,0,0,0,0
2001,LTU,UZB,LTU,UZB,19808.252,12159224.832,11401351.168,3470.818,24964.451,3515,0,0,1,0,0,0,0,0,0
2002,LTU,UZB,LTU,UZB,10946.721,14163949.568,9687951.36,3443.067,25271.851,3515,0,0,1,0,0,0,0,0,0
2003,LTU,UZB,LTU,UZB,5544.33,18608709.632,10128112.64,3415.213,25567.65,3515,0,0,1,0,0,0,0,0,0
2004,LTU,UZB,LTU,UZB,12646.278,22659295.232,12030023.68,3377.0750000000003,25864.349,3515,0,0,1,0,0,0,0,0,0
2005,LTU,UZB,LTU,UZB,23689.488,26085306.368,14307510.272,3322.528,26167,3513,0,0,1,0,0,0,0,0,0
2006,LTU,UZB,LTU,UZB,13160.763,30246361.088,17030896.64,3269.909,26488.251,3513,0,0,1,0,0,0,0,0,0
2007,LTU,UZB,LTU,UZB,17499.072,39325986.816,22311393.28,3231.294,26868,3513,0,0,1,0,0,0,0,0,0
2008,LTU,UZB,LTU,UZB,19108.487,47438364.672,27934031.872,3198.231,27302.799,3513,0,0,1,0,0,0,0,0,0
2009,LTU,UZB,LTU,UZB,17933.216,37050081.28,32816828.416,3162.916,27767.401,3513,0,0,1,0,0,0,0,0,0
2010,LTU,UZB,LTU,UZB,31052.361,36709511.168,39332769.792,3097.282,28562.401,3509,0,0,1,0,0,0,0,0,0
2011,LTU,UZB,LTU,UZB,31141.344,43083067.392,45324320.768,3028.115,29339.399,3509,0,0,1,0,0,0,0,0,0
2012,LTU,UZB,LTU,UZB,48207.248,42343559.168,51183443.968,2987.773,29774.5,3509,0,0,1,0,0,0,0,0,0
2013,LTU,UZB,LTU,UZB,102094.298,45931966.464,56795656.192,2956.121,30241.1,3509,0,0,1,0,0,0,0,0,0
2014,LTU,UZB,LTU,UZB,133181.378,48545251.328,63067078.656,2932.367,30757.7,3509,0,0,1,0,0,0,0,0,0
2015,LTU,UZB,LTU,UZB,123529.611,41402023.936,66903805.952,2904.91,31298.901,3506,0,0,1,0,0,0,0,0,0
2016,LTU,UZB,LTU,UZB,124140.189,42738876.416,67220336.64,2872.298,31848.2,3506,0,0,1,0,0,0,0,0,0
2017,LTU,UZB,LTU,UZB,257824.528,47758736.932,62081323.299,2828.403,32388.599,3506,0,0,1,0,0,0,0,0,0
2018,LTU,UZB,LTU,UZB,276546.216,53750911.866,52633143.808,2801.543,32956.1,3506,0,0,1,0,0,0,0,0,0
2019,LTU,UZB,LTU,UZB,441930.875,54697379.017000005,59907674.027,2794.137,33580.349,3506,0,0,1,0,0,0,0,0,0
2020,LTU,UZB,LTU,UZB,471655.151,56546957.475,59894305.353,2794.885,34232.052,3503,0,0,1,0,0,0,0,0,0
1994,LVA,ARM,LVA,ARM,1031.083,5060854.784,1315158.656,2520.742,3289.943,2377,0,0,0,0,0,0,0,0,0
1995,LVA,ARM,LVA,ARM,190.437,5235719.68,1468317.312,2485.056,3223.173,2377,0,0,0,0,0,0,0,0,0
1996,LVA,ARM,LVA,ARM,493.252,5585292.8,1596968.96,2457.222,3173.425,2377,0,0,0,0,0,0,0,0,0
1997,LVA,ARM,LVA,ARM,435.293,6133234.176,1639492.48,2432.851,3137.652,2377,0,0,0,0,0,0,0,0,0
1998,LVA,ARM,LVA,ARM,871.65,6616957.44,1893726.464,2410.019,3112.958,2377,0,0,0,0,0,0,0,0,0
1999,LVA,ARM,LVA,ARM,1025.5,7288524.288,1845482.24,2390.482,3093.82,2377,0,0,1,0,0,0,0,0,0
2000,LVA,ARM,LVA,ARM,886.506,7833068.544,1911563.648,2367.55,3076.098,2377,0,0,1,0,0,0,0,0,0
2001,LVA,ARM,LVA,ARM,614.4780000000001,8313047.552,2118467.968,2337.17,3059.96,2377,0,0,1,0,0,0,0,0,0
2002,LVA,ARM,LVA,ARM,582.582,9314784.256,2376335.104,2310.173,3047.002,2377,0,0,1,0,0,0,0,0,0
2003,LVA,ARM,LVA,ARM,1161.044,11186452.48,2807060.992,2287.955,3036.032,2377,0,0,1,1,0,0,1,0,0
2004,LVA,ARM,LVA,ARM,1790.46,13761569.792,3576615.168,2263.122,3025.652,2377,0,0,1,1,0,0,1,0,0
2005,LVA,ARM,LVA,ARM,1933.899,16041840.64,4900436.992000001,2238.799,3014.917,2377,0,0,1,1,0,0,1,0,0
2006,LVA,ARM,LVA,ARM,1887.13,19935045.632,6384457.728,2218.357,3002.911,2377,0,0,1,1,0,0,1,0,0
2007,LVA,ARM,LVA,ARM,2392.99,28765687.808,9206301.696,2200.3250000000003,2989.882,2377,0,0,1,1,0,0,1,0,0
2008,LVA,ARM,LVA,ARM,10112.69,33669367.808,11662041.088,2177.322,2977.4880000000003,2377,0,0,1,1,0,0,1,0,0
2009,LVA,ARM,LVA,ARM,1934.565,25875781.632,8647937.024,2141.669,2968.154,2377,0,0,1,1,0,0,1,0,0
2010,LVA,ARM,LVA,ARM,2862.51,24009680.896,9260286.976,2097.555,2963.496,2377,0,0,1,1,0,0,1,0,0
2011,LVA,ARM,LVA,ARM,3055.105,28480337.92,10142343.168,2059.709,2964.12,2377,0,0,1,1,0,0,1,0,0
2012,LVA,ARM,LVA,ARM,2830.221,28372578.304,9958217.728,2034.319,2969.081,2377,0,0,1,1,0,0,1,0,0
2013,LVA,ARM,LVA,ARM,2982.71,30956691.456,10432169.984,2013.385,2976.5660000000003,2377,0,0,1,1,0,0,1,0,0
2014,LVA,ARM,LVA,ARM,4088.306,31352250.368,11609512.96,1993.782,2906.2200000000003,2377,0,0,1,1,0,0,1,0,0
2015,LVA,ARM,LVA,ARM,5732.938,27026036.736,10529182.72,1977.527,2916.9500000000003,2377,0,0,1,1,0,0,1,0,0
2016,LVA,ARM,LVA,ARM,4137.841,27677390.848,10547331.072,1960.424,2924.8160000000003,2377,0,0,1,1,0,0,1,0,0
2017,LVA,ARM,LVA,ARM,5602.478,30483806.018,11527458.566,1942.248,2944.789,2377,0,0,1,1,0,0,1,0,0
2018,LVA,ARM,LVA,ARM,7979.694,34429023.435,12457941.907,1927.174,2951.741,2377,0,0,1,1,0,0,1,0,0
2019,LVA,ARM,LVA,ARM,7668.342000000001,34308783.825,13619291.361,1913.822,2957.728,2377,0,0,1,1,0,0,1,0,0
2020,LVA,ARM,LVA,ARM,7619.454,33645460.617,12641209.802,1900.449,2963.234,2377,0,0,1,1,0,0,1,0,0
1994,LVA,AZE,LVA,AZE,5625.661,5060854.784,3313739.776,2520.742,7597,2586,0,0,0,0,0,0,0,0,0
1995,LVA,AZE,LVA,AZE,2056.385,5235719.68,3052467.456,2485.056,7685,2586,0,0,0,0,0,0,0,0,0
1996,LVA,AZE,LVA,AZE,1836.436,5585292.8,3176749.568,2457.222,7763,2586,0,0,0,0,0,0,0,0,0
1997,LVA,AZE,LVA,AZE,2004.367,6133234.176,3962710.272,2432.851,7838.25,2586,0,0,0,0,0,0,0,0,0
1998,LVA,AZE,LVA,AZE,2807.222,6616957.44,4446396.416,2410.019,7913,2586,0,0,0,0,0,0,0,0,0
1999,LVA,AZE,LVA,AZE,1167.526,7288524.288,4581222.4,2390.482,7982.75,2586,0,0,1,0,0,0,0,0,0
2000,LVA,AZE,LVA,AZE,781.731,7833068.544,5272616.96,2367.55,8048.6,2586,0,0,1,0,0,0,0,0,0
2001,LVA,AZE,LVA,AZE,632.567,8313047.552,5707618.3040000005,2337.17,8111.2,2586,0,0,1,0,0,0,0,0,0
2002,LVA,AZE,LVA,AZE,573.505,9314784.256,6236024.832,2310.173,8171.95,2586,0,0,1,0,0,0,0,0,0
2003,LVA,AZE,LVA,AZE,1314.837,11186452.48,7275766.272,2287.955,8234.1,2586,0,0,1,0,0,0,0,0,0
2004,LVA,AZE,LVA,AZE,3045.022,13761569.792,8680511.488,2263.122,8306.5,2586,0,0,1,0,0,0,0,0,0
2005,LVA,AZE,LVA,AZE,4185.219,16041840.64,13245421.568,2238.799,8391.85,2586,0,0,1,0,0,0,0,0,0
2006,LVA,AZE,LVA,AZE,7565.244000000001,19935045.632,20982269.952,2218.357,8484.55,2586,0,0,1,0,0,0,0,0,0
2007,LVA,AZE,LVA,AZE,8114.585,28765687.808,33050343.424,2200.3250000000003,8581.3,2586,0,0,1,0,0,0,0,0,0
2008,LVA,AZE,LVA,AZE,15912.208,33669367.808,48852484.096,2177.322,8763.4,2586,0,0,1,0,0,0,0,0,0
2009,LVA,AZE,LVA,AZE,15814.265,25875781.632,44291489.792,2141.669,8947.243,2586,0,0,1,0,0,0,0,0,0
2010,LVA,AZE,LVA,AZE,18283.487,24009680.896,52902703.104,2097.555,9054.332,2588,0,0,1,0,0,0,0,0,0
2011,LVA,AZE,LVA,AZE,25478.784,28480337.92,65951625.216,2059.709,9173.082,2588,0,0,1,0,0,0,0,0,0
2012,LVA,AZE,LVA,AZE,21772.591,28372578.304,68730904.576,2034.319,9295.784,2588,0,0,1,0,0,0,0,0,0
2013,LVA,AZE,LVA,AZE,31072.684,30956691.456,73560481.792,2013.385,9416.598,2588,0,0,1,0,0,0,0,0,0
2014,LVA,AZE,LVA,AZE,33457.145000000004,31352250.368,75244167.168,1993.782,9535.079,2588,0,0,1,0,0,0,0,0,0
2015,LVA,AZE,LVA,AZE,24161.228,27026036.736,53074370.56,1977.527,9649.341,2588,0,0,1,0,0,0,0,0,0
2016,LVA,AZE,LVA,AZE,14068.504,27677390.848,37847715.84,1960.424,9762.274,2588,0,0,1,0,0,0,0,0,0
2017,LVA,AZE,LVA,AZE,17787.908,30483806.018,40865558.912,1942.248,9854.033,2588,0,0,1,0,0,0,0,0,0
2018,LVA,AZE,LVA,AZE,23559.287,34429023.435,47112941.176,1927.174,9939.771,2588,0,0,1,0,0,0,0,0,0
2019,LVA,AZE,LVA,AZE,18697.768,34308783.825,48174235.294,1913.822,10024.283,2588,0,0,1,0,0,0,0,0,0
2020,LVA,AZE,LVA,AZE,20503.026,33645460.617,42693000,1900.449,10093.121,2589,0,0,1,0,0,0,0,0,0
1994,LVA,BLR,LVA,BLR,42667.44,5060854.784,14931599.36,2520.742,10227,448,0,1,0,0,0,0,0,0,0
1995,LVA,BLR,LVA,BLR,56632.567,5235719.68,13972637.696,2485.056,10194,447,0,1,0,0,0,0,0,0,0
1996,LVA,BLR,LVA,BLR,64046.121,5585292.8,14756861.952,2457.222,10160,447,0,1,0,0,0,0,0,0,0
1997,LVA,BLR,LVA,BLR,52684.225,6133234.176,14128412.672,2432.851,10117,447,0,1,0,0,0,0,0,0,0
1998,LVA,BLR,LVA,BLR,56516.794,6616957.44,15222014.976,2410.019,10069,447,0,1,0,0,0,0,0,0,0
1999,LVA,BLR,LVA,BLR,32202,7288524.288,12138485.76,2390.482,10035,447,0,1,1,0,0,0,0,0,0
2000,LVA,BLR,LVA,BLR,29716.9,7833068.544,12736856.064,2367.55,10005,446,0,1,1,0,0,0,0,0,0
2001,LVA,BLR,LVA,BLR,36143.3,8313047.552,12354820.096,2337.17,9928,446,0,1,1,0,0,0,0,0,0
2002,LVA,BLR,LVA,BLR,36069.9,9314784.256,14594925.568,2310.173,9865,446,0,1,1,0,0,0,0,0,0
2003,LVA,BLR,LVA,BLR,44314.6,11186452.48,17825435.648000002,2287.955,9797,446,0,1,1,0,0,0,0,0,0
2004,LVA,BLR,LVA,BLR,91099.872,13761569.792,23141586.944,2263.122,9730,446,0,1,1,0,0,0,0,0,0
2005,LVA,BLR,LVA,BLR,112861.544,16041840.64,30210091.008,2238.799,9663,445,0,1,1,0,0,0,0,0,0
2006,LVA,BLR,LVA,BLR,135858.64,19935045.632,36961918.976,2218.357,9604,445,0,1,1,0,0,0,0,0,0
2007,LVA,BLR,LVA,BLR,180895.963,28765687.808,45275713.536,2200.3250000000003,9560,445,0,1,1,0,0,0,0,0,0
2008,LVA,BLR,LVA,BLR,205286.691,33669367.808,60763484.16,2177.322,9528,445,0,1,1,0,0,0,0,0,0
2009,LVA,BLR,LVA,BLR,183521.574,25875781.632,49208655.872,2141.669,9507,445,0,1,1,0,0,0,0,0,0
2010,LVA,BLR,LVA,BLR,188222.693,24009680.896,55220932.608,2097.555,9490,444,0,1,1,0,0,0,0,0,0
2011,LVA,BLR,LVA,BLR,214698.019,28480337.92,59734593.536,2059.709,9473,444,0,1,1,0,0,0,0,0,0
